raw_text,category,emotion,priority
"I'm honestly disappointed. app crashes. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Confused,High
search returns nothing.,Platform Bugs & UI,Frustrated,Low
 app crashes. Thank you.,Platform Bugs & UI,Angry,High
"Hello Support, I'm facing an issue where downloads fail. I tried another browser, but nothing changed. Thank you.",Platform Bugs & UI,Angry,High
"Dear LearnSphere Support,

I am writing to formally report that page formatting broken. This problem has persisted for the last few days and is preventing me from using the platform effectively. I reinstalled the app without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Frustrated,Low
"Hello,

I understand technical problems can happen, but notifications don't open. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Neutral,High
"vid... spinner never stops, plz fix. this keeps happening every time.",Platform Bugs & UI,Frustrated,High
"This wasn't happening before. Since the latest update, dashboard won't load. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Urgent,Low
"I'm honestly disappointed. theme changes randomly. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Confused,Low
dashboard won't load.,Platform Bugs & UI,Confused,Medium
"Hello Support, blank screen. This is affecting my learning.",Platform Bugs & UI,Confused,Medium
"I hope you're doing well. I'm facing an issue where downloads fail. I switched devices, but nothing changed. ",Platform Bugs & UI,Confused,High
"Dear LearnSphere Support,

I am writing to formally report that app crashes. This problem has persisted for the last few days and is preventing me from using the platform effectively. I switched devices without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Frustrated,High
"Hello,

I understand technical problems can happen, but page formatting broken. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Angry,Low
"asap... video freezes, plz fix. this keeps happening every time.",Platform Bugs & UI,Frustrated,Low
"This wasn't happening before. Since the latest update, video freezes. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Confused,Low
"I'm honestly disappointed. dashboard won't load. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Neutral,Medium
dark mode unreadable.,Platform Bugs & UI,Confused,Low
 search returns nothing. ,Platform Bugs & UI,Angry,Low
"Hi LearnSphere Team, I'm facing an issue where downloads fail. I switched devices, but nothing changed. ",Platform Bugs & UI,Urgent,Low
"Dear LearnSphere Support,

I am writing to formally report that offline sync fails. This problem has persisted for the last few days and is preventing me from using the platform effectively. I logged out and back in without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Angry,Low
"Hello,

I understand technical problems can happen, but mobile app closes. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Confused,Low
"idk... buttons overlap, plz fix. this keeps happening every time.",Platform Bugs & UI,Urgent,Medium
"This wasn't happening before. Since the latest update, mobile app closes. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Urgent,Low
"I'm honestly disappointed. audio out of sync. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Confused,Medium
app crashes.,Platform Bugs & UI,Confused,Low
Urgent: search returns nothing. ,Platform Bugs & UI,Confused,Low
"Hi LearnSphere Team, I'm facing an issue where app crashes. I logged out and back in, but nothing changed. This is affecting my learning.",Platform Bugs & UI,Confused,Medium
"Dear LearnSphere Support,

I am writing to formally report that calendar broken. This problem has persisted for the last few days and is preventing me from using the platform effectively. I logged out and back in without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Urgent,Medium
"Hello,

I understand technical problems can happen, but app crashes. I have an upcoming deadline, so I'd be grateful if this could be resolved soon.

Thank you.",Platform Bugs & UI,Frustrated,High
"pasword... app crashes, plz fix. this keeps happening every time.",Platform Bugs & UI,Confused,Low
"This wasn't happening before. Since the latest update, dark mode unreadable. It's inconsistent�sometimes it works, sometimes it doesn't�which makes it difficult to continue my coursework.",Platform Bugs & UI,Urgent,Low
"I'm honestly disappointed. blank screen. I pay for this service because I rely on it every day, and repeated interruptions are affecting my assignments and preparation. Please provide a permanent solution rather than a temporary workaround.",Platform Bugs & UI,Confused,High
audio out of sync.,Platform Bugs & UI,Urgent,High
"To whom it may concern, theme changes randomly. Kindly resolve this soon.",Platform Bugs & UI,Neutral,Low
"I hope you're doing well. I'm facing an issue where buttons overlap. I reinstalled the app, but nothing changed. Thank you.",Platform Bugs & UI,Confused,High
"Dear LearnSphere Support,

I am writing to formally report that notifications don't open. This problem has persisted for the last few days and is preventing me from using the platform effectively. I reinstalled the app without success. I would appreciate it if your technical team could investigate this matter at the earliest.

Kind regards,
A Learner",Platform Bugs & UI,Angry,Low
